accepted_name,taxon_name,reported_names,genus,family,subfamily,taxon_rank,accepted_name_authorship,taxon_id,accepted_taxon_id,taxa_taxon_list_id,occurrence_count,location_count,location_ids,location_names,cd_nom,cd_ref,taxref_scientific_name,taxref_accepted_name,taxref_rank,taxref_family,taxref_order,taxref_status,taxref_vernacular_fr,taxref_match_type,taxref_match_note,inpn_url
Triodia sylvina,Triodia sylvina,Triodia sylvina,Triodia,Hepialidae,,Species,"(LINNAEUS, 1761)",EBMSM0000000002444,EBMSM0000000002444,448676,4,4,395441 | 395725 | 395764 | 397624,côte de Mancy (Lons-le-Saunier) | Voutenay_ThalOeufs | Voutenay_Thalsansoeufs02 | Mesves_IDB2,245161,245161,"Triodia sylvina (Linnaeus, 1761)","Triodia sylvina (Linnaeus, 1761)",species,Hepialidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/245161
Dendrolimus pini,Dendrolimus pini,Dendrolimus pini,Dendrolimus,Lasiocampidae,Pinarinae,Species,"(LINNAEUS, 1758)",EBMSM0000000010872,EBMSM0000000010872,457104,11,8,395447 | 395763 | 395885 | 396414 | 396584 | 396795 | 397629 | 397630,Sur Mancy (Macornay) | Remoray Zh1 ouef | Comolle 1 | Varennes 1 | Montmain 1 | Bure - sans-oeuf | Maire 1 | Maire 2,54779,54779,"Dendrolimus pini (Linnaeus, 1758)","Dendrolimus pini (Linnaeus, 1758)",species,Lasiocampidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/54779
Euthrix potatoria,Euthrix potatoria,Euthrix potatoria,Euthrix,Lasiocampidae,Pinarinae,Species,"(LINNAEUS, 1758)",EBMSM0000000010877,EBMSM0000000010877,457109,13,10,394742 | 395764 | 395813 | 395877 | 395878 | 396712 | 396795 | 396800 | 397629 | 397631,Vernay 1 | Voutenay_Thalsansoeufs02 | La Truchère_tourbière | Piège 2 - boisement feuillus - Sauvagney | Piège 1 - boisement feuillus jeunes - Sauvagney | Piège 2 - aulnaie - marais de Saône | Bure - sans-oeuf | Bure - Oeuf | Maire 1 | Vernay 2,248363,248363,"Euthrix potatoria (Linnaeus, 1758)","Euthrix potatoria (Linnaeus, 1758)",species,Lasiocampidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/248363
Gastropacha quercifolia,Gastropacha quercifolia,Gastropacha quercifolia,Gastropacha,Lasiocampidae,Pinarinae,Species,"(LINNAEUS, 1758)",EBMSM0000000010890,EBMSM0000000010890,457122,7,7,395447 | 395725 | 395764 | 396795 | 396800 | 397620 | 397624,Sur Mancy (Macornay) | Voutenay_ThalOeufs | Voutenay_Thalsansoeufs02 | Bure - sans-oeuf | Bure - Oeuf | Mesves_IDB1 | Mesves_IDB2,54732,54732,"Gastropacha quercifolia (Linnaeus, 1758)","Gastropacha quercifolia (Linnaeus, 1758)",species,Lasiocampidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/54732
Lasiocampa quercus,Lasiocampa quercus,Lasiocampa quercus,Lasiocampa,Lasiocampidae,Lasiocampinae,Species,"(LINNAEUS, 1758)",EBMSM0000000010862,EBMSM0000000010862,457094,9,9,395441 | 396414 | 396416 | 396584 | 396715 | 396795 | 397620 | 397624 | 399051,côte de Mancy (Lons-le-Saunier) | Varennes 1 | Varennes 2 | Montmain 1 | Piège 2 - boisement feuillus - Sauvagney | Bure - sans-oeuf | Mesves_IDB1 | Mesves_IDB2 | Solanetta_rnn_mantet,54770,54770,"Lasiocampa quercus (Linnaeus, 1758)","Lasiocampa quercus (Linnaeus, 1758)",species,Lasiocampidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/54770
Macrothylacia rubi,Macrothylacia rubi,Macrothylacia rubi,Macrothylacia,Lasiocampidae,Lasiocampinae,Species,"(LINNAEUS, 1758)",EBMSM0000000010866,EBMSM0000000010866,457098,7,5,395725 | 395763 | 395764 | 396800 | 399055,Voutenay_ThalOeufs | Remoray Zh1 ouef | Voutenay_Thalsansoeufs02 | Bure - Oeuf | Sous_col_mantet,54773,54773,"Macrothylacia rubi (Linnaeus, 1758)","Macrothylacia rubi (Linnaeus, 1758)",species,Lasiocampidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/54773
Malacosoma neustria,Malacosoma neustria,Malacosoma neustria,Malacosoma,Lasiocampidae,Lasiocampinae,Species,"(LINNAEUS, 1758)",EBMSM0000000010849,EBMSM0000000010849,457081,21,18,394742 | 395441 | 395447 | 395725 | 395764 | 395812 | 395885 | 395886 | 396022 | 396414 | 396416 | 396714 | 396715 | 396795 | 396800 | 397620 | 397624 | 397631,Vernay 1 | côte de Mancy (Lons-le-Saunier) | Sur Mancy (Macornay) | Voutenay_ThalOeufs | Voutenay_Thalsansoeufs02 | La Truchère_dunes_boite_oeuf | Comolle 1 | Comolle 2 | Remoray forêt2 oeufs | Varennes 1 | Varennes 2 | Piège 1 - boisement feuillus jeunes - Sauvagney | Piège 2 - boisement feuillus - Sauvagney | Bure - sans-oeuf | Bure - Oeuf | Mesves_IDB1 | Mesves_IDB2 | Vernay 2,54744,54744,"Malacosoma neustria (Linnaeus, 1758)","Malacosoma neustria (Linnaeus, 1758)",species,Lasiocampidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/54744
Odonestis pruni,Odonestis pruni,Odonestis pruni,Odonestis,Lasiocampidae,Pinarinae,Species,"(LINNAEUS, 1758)",EBMSM0000000010894,EBMSM0000000010894,457126,9,8,395447 | 395764 | 395877 | 395885 | 396416 | 396585 | 396795 | 396800,Sur Mancy (Macornay) | Voutenay_Thalsansoeufs02 | Piège 2 - boisement feuillus - Sauvagney | Comolle 1 | Varennes 2 | Montmain 2 | Bure - sans-oeuf | Bure - Oeuf,54782,54782,"Odonestis pruni (Linnaeus, 1758)","Odonestis pruni (Linnaeus, 1758)",species,Lasiocampidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/54782
Phyllodesma tremulifolia,Phyllodesma tremulifolia,Phyllodesma tremulifolia,Phyllodesma,Lasiocampidae,Pinarinae,Species,"(HÜBNER, [1810])",EBMSM0000000010885,EBMSM0000000010885,457117,1,1,395725,Voutenay_ThalOeufs,54739,54739,"Phyllodesma tremulifolia (Hübner, 1810)","Phyllodesma tremulifolia (Hübner, 1810)",species,Lasiocampidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/54739
Trichiura crataegi,Trichiura crataegi,Trichiura crataegi,Trichiura,Lasiocampidae,Poecilocampinae,Species,"(LINNAEUS, 1758)",EBMSM0000000010833,EBMSM0000000010833,457065,1,1,396414,Varennes 1,54752,54752,"Trichiura crataegi (Linnaeus, 1758)","Trichiura crataegi (Linnaeus, 1758)",species,Lasiocampidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/54752
Apoda limacodes,Apoda limacodes,Apoda limacodes,Apoda,Limacodidae,,Species,"(HUFNAGEL, 1766)",EBMSM0000000008790,EBMSM0000000008790,455022,8,8,394742 | 396022 | 396416 | 396712 | 396714 | 396715 | 396795 | 396800,Vernay 1 | Remoray forêt2 oeufs | Varennes 2 | Piège 2 - aulnaie - marais de Saône | Piège 1 - boisement feuillus jeunes - Sauvagney | Piège 2 - boisement feuillus - Sauvagney | Bure - sans-oeuf | Bure - Oeuf,247030,247030,"Apoda limacodes (Hufnagel, 1766)","Apoda limacodes (Hufnagel, 1766)",species,Limacodidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/247030
Abrostola asclepiadis,Abrostola asclepiadis,Abrostola asclepiadis,Abrostola,Noctuidae,Plusiinae,Species,"([DENIS & SCHIFFERMÜLLER], 1775)",EBMSM0000000013217,EBMSM0000000013217,459449,2,2,395441 | 395447,côte de Mancy (Lons-le-Saunier) | Sur Mancy (Macornay),249157,249157,"Abrostola asclepiadis (Denis & Schiffermüller, 1775)","Abrostola asclepiadis (Denis & Schiffermüller, 1775)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249157
Abrostola tripartita,Abrostola tripartita,Abrostola tripartita,Abrostola,Noctuidae,Plusiinae,Species,"(HUFNAGEL, 1766)",EBMSM0000000013215,EBMSM0000000013215,459447,1,1,395764,Voutenay_Thalsansoeufs02,249156,249156,"Abrostola tripartita (Hufnagel, 1766)","Abrostola tripartita (Hufnagel, 1766)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249156
Abrostola triplasia,Abrostola triplasia,Abrostola triplasia,Abrostola,Noctuidae,Plusiinae,Species,"(LINNAEUS, 1758)",EBMSM0000000013222,EBMSM0000000013222,459454,2,2,395764 | 395877,Voutenay_Thalsansoeufs02 | Piège 2 - boisement feuillus - Sauvagney,249158,249158,"Abrostola triplasia (Linnaeus, 1758)","Abrostola triplasia (Linnaeus, 1758)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249158
Acontia lucida,Acontia lucida,Acontia lucida,Acontia,Noctuidae,Xyleninae,Species,"(HUFNAGEL, 1766)",EBMSM0000000013330,EBMSM0000000013330,459562,5,4,395725 | 395885 | 396414 | 396416,Voutenay_ThalOeufs | Comolle 1 | Varennes 1 | Varennes 2,249829,249829,"Acontia lucida (Hufnagel, 1766)","Acontia lucida (Hufnagel, 1766)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249829
Acontia trabealis,Acontia trabealis,Acontia trabealis,Acontia,Noctuidae,Xyleninae,Species,"(SCOPOLI, 1763)",EBMSM0000000013327,EBMSM0000000013327,459559,6,5,395441 | 395447 | 396715 | 396795 | 396800,côte de Mancy (Lons-le-Saunier) | Sur Mancy (Macornay) | Piège 2 - boisement feuillus - Sauvagney | Bure - sans-oeuf | Bure - Oeuf,781861,249667,"Acontia trabealis (Scopoli, 1763)","Emmelia trabealis (Scopoli, 1763)",species,Noctuidae,Lepidoptera,Synonym,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/781861
Acronicta,Acronicta,Acronicta,Acronicta,Noctuidae,Acronictinae,Genus,,EBMSM0000000002111,EBMSM0000000002111,448343,1,1,399051,Solanetta_rnn_mantet,211146,211146,"Acronicta Ochsenheimer, 1816","Acronicta Ochsenheimer, 1816",genus,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/211146
Acronicta aceris,Acronicta aceris,Acronicta aceris,Acronicta,Noctuidae,Acronictinae,Species,"(LINNAEUS, 1758)",EBMSM0000000013388,EBMSM0000000013388,459620,2,2,394742 | 399051,Vernay 1 | Solanetta_rnn_mantet,249821,249821,"Acronicta aceris (Linnaeus, 1758)","Acronicta aceris (Linnaeus, 1758)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249821
Acronicta auricoma,Acronicta auricoma,Acronicta auricoma,Acronicta,Noctuidae,Acronictinae,Species,"([DENIS & SCHIFFERMÜLLER], 1775)",EBMSM0000000013380,EBMSM0000000013380,459612,1,1,396712,Piège 2 - aulnaie - marais de Saône,249826,249826,"Acronicta auricoma (Denis & Schiffermüller, 1775)","Acronicta auricoma (Denis & Schiffermüller, 1775)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249826
Acronicta rumicis,Acronicta rumicis,Acronicta rumicis,Acronicta,Noctuidae,Acronictinae,Species,"(LINNAEUS, 1758)",EBMSM0000000013382,EBMSM0000000013382,459614,4,3,395813 | 396712 | 397624,La Truchère_tourbière | Piège 2 - aulnaie - marais de Saône | Mesves_IDB2,249828,249828,"Acronicta rumicis (Linnaeus, 1758)","Acronicta rumicis (Linnaeus, 1758)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249828
Actinotia polyodon,Actinotia polyodon,Actinotia polyodon,Actinotia,Noctuidae,Xyleninae,Species,"(CLERCK, 1759)",EBMSM0000000013826,EBMSM0000000013826,460058,1,1,395725,Voutenay_ThalOeufs,249542,249542,"Actinotia polyodon (Clerck, 1759)","Actinotia polyodon (Clerck, 1759)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249542
Agrochola lychnidis,Agrochola lychnidis,Agrochola lychnidis,Agrochola,Noctuidae,Xyleninae,Species,"([DENIS & SCHIFFERMÜLLER], 1775)",EBMSM0000000013898,EBMSM0000000013898,460130,3,2,395725 | 395764,Voutenay_ThalOeufs | Voutenay_Thalsansoeufs02,249649,249649,"Agrochola lychnidis (Denis & Schiffermüller, 1775)","Agrochola lychnidis (Denis & Schiffermüller, 1775)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249649
Agrotis bigramma,Agrotis bigramma,Agrotis bigramma,Agrotis,Noctuidae,Noctuinae,Species,"(ESPER, 1790)",EBMSM0000000014729,EBMSM0000000014729,460961,5,5,395764 | 395885 | 396414 | 396416 | 397629,Voutenay_Thalsansoeufs02 | Comolle 1 | Varennes 1 | Varennes 2 | Maire 1,249195,249195,"Agrotis bigramma (Esper, 1790)","Agrotis bigramma (Esper, 1790)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249195
Agrotis cinerea,Agrotis cinerea,Agrotis cinerea,Agrotis,Noctuidae,Noctuinae,Species,"([DENIS & SCHIFFERMÜLLER], 1775)",EBMSM0000000014695,EBMSM0000000014695,460927,13,9,395441 | 395447 | 395725 | 395764 | 396795 | 396800 | 398133 | 398134 | 399055,côte de Mancy (Lons-le-Saunier) | Sur Mancy (Macornay) | Voutenay_ThalOeufs | Voutenay_Thalsansoeufs02 | Bure - sans-oeuf | Bure - Oeuf | THALERA_EYNE_1_sans_boite | THALERA_EYNE_2_boite_oeuf | Sous_col_mantet,249210,249210,"Agrotis cinerea (Denis & Schiffermüller, 1775)","Agrotis cinerea (Denis & Schiffermüller, 1775)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249210
Agrotis clavis,Agrotis clavis,Agrotis clavis,Agrotis,Noctuidae,Noctuinae,Species,"([HUFNAGEL], 1766)",EBMSM0000000014704,EBMSM0000000014704,460936,1,1,395725,Voutenay_ThalOeufs,249203,249203,"Agrotis clavis (Hufnagel, 1766)","Agrotis clavis (Hufnagel, 1766)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249203
Agrotis exclamationis,Agrotis exclamationis,Agrotis exclamationis,Agrotis,Noctuidae,Noctuinae,Species,"(LINNAEUS, 1758)",EBMSM0000000014725,EBMSM0000000014725,460957,37,24,394742 | 395441 | 395447 | 395725 | 395764 | 395768 | 395812 | 395813 | 395885 | 395886 | 396020 | 396022 | 396414 | 396416 | 396584 | 396585 | 396710 | 396712 | 396715 | 396795 | 396800 | 397620 | 397624 | 397631,Vernay 1 | côte de Mancy (Lons-le-Saunier) | Sur Mancy (Macornay) | Voutenay_ThalOeufs | Voutenay_Thalsansoeufs02 | ZA 2 vide | La Truchère_dunes_boite_oeuf | La Truchère_tourbière | Comolle 1 | Comolle 2 | Remoray forêt1 vide | Remoray forêt2 oeufs | Varennes 1 | Varennes 2 | Montmain 1 | Montmain 2 | Piège 1 - cariçaie - marais de Saône | Piège 2 - aulnaie - marais de Saône | Piège 2 - boisement feuillus - Sauvagney | Bure - sans-oeuf | Bure - Oeuf | Mesves_IDB1 | Mesves_IDB2 | Vernay 2,249202,249202,"Agrotis exclamationis (Linnaeus, 1758)","Agrotis exclamationis (Linnaeus, 1758)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249202
Agrotis ipsilon,Agrotis ipsilon,Agrotis ipsilon,Agrotis,Noctuidae,Noctuinae,Species,"(HUFNAGEL, 1766)",EBMSM0000000014727,EBMSM0000000014727,460959,6,6,394742 | 395812 | 396585 | 396712 | 397624 | 397630,Vernay 1 | La Truchère_dunes_boite_oeuf | Montmain 2 | Piège 2 - aulnaie - marais de Saône | Mesves_IDB2 | Maire 2,249200,249200,"Agrotis ipsilon (Hufnagel, 1766)","Agrotis ipsilon (Hufnagel, 1766)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249200
Agrotis puta,Agrotis puta,Agrotis puta,Agrotis,Noctuidae,Noctuinae,Species,"(HÜBNER, [1803])",EBMSM0000000014710,EBMSM0000000014710,460942,1,1,395725,Voutenay_ThalOeufs,249198,249198,"Agrotis puta (Hübner, 1803)","Agrotis puta (Hübner, 1803)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249198
Agrotis ripae,Agrotis ripae,Agrotis ripae,Agrotis,Noctuidae,Noctuinae,Species,"HÜBNER, [1823]",EBMSM0000000014719,EBMSM0000000014719,460951,1,1,395764,Voutenay_Thalsansoeufs02,249196,249196,"Agrotis ripae (Hübner, 1823)","Agrotis ripae (Hübner, 1823)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249196
Agrotis segetum,Agrotis segetum,Agrotis segetum,Agrotis,Noctuidae,Noctuinae,Species,"([DENIS & SCHIFFERMÜLLER], 1775)",EBMSM0000000014701,EBMSM0000000014701,460933,5,5,395725 | 395812 | 396414 | 396416 | 396585,Voutenay_ThalOeufs | La Truchère_dunes_boite_oeuf | Varennes 1 | Varennes 2 | Montmain 2,249204,249204,"Agrotis segetum (Denis & Schiffermüller, 1775)","Agrotis segetum (Denis & Schiffermüller, 1775)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249204
Agrotis trux,Agrotis trux,Agrotis trux,Agrotis,Noctuidae,Noctuinae,Species,"(HÜBNER, [1824])",EBMSM0000000014723,EBMSM0000000014723,460955,2,2,395441 | 399051,côte de Mancy (Lons-le-Saunier) | Solanetta_rnn_mantet,249201,249201,"Agrotis trux (Hübner, 1824)","Agrotis trux (Hübner, 1824)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249201
Agrotis vestigialis,Agrotis vestigialis,Agrotis vestigialis,Agrotis,Noctuidae,Noctuinae,Species,"([HUFNAGEL], 1766)",EBMSM0000000014714,EBMSM0000000014714,460946,1,1,395812,La Truchère_dunes_boite_oeuf,249206,249206,"Agrotis vestigialis (Hufnagel, 1766)","Agrotis vestigialis (Hufnagel, 1766)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249206
Amphipyra berbera,Amphipyra berbera,Amphipyra berbera,Amphipyra,Noctuidae,Amphipyrinae,Species,"RUNGS, 1949",EBMSM0000000013572,EBMSM0000000013572,459804,3,3,394742 | 395725 | 396585,Vernay 1 | Voutenay_ThalOeufs | Montmain 2,249802,249802,"Amphipyra berbera Rungs, 1949","Amphipyra berbera Rungs, 1949",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249802
Amphipyra pyramidea,Amphipyra pyramidea,Amphipyra pyramidea,Amphipyra,Noctuidae,Amphipyrinae,Species,"(LINNAEUS, 1758)",EBMSM0000000013570,EBMSM0000000013570,459802,11,10,395447 | 395725 | 395812 | 395885 | 396584 | 396585 | 396795 | 396800 | 397630 | 397631,Sur Mancy (Macornay) | Voutenay_ThalOeufs | La Truchère_dunes_boite_oeuf | Comolle 1 | Montmain 1 | Montmain 2 | Bure - sans-oeuf | Bure - Oeuf | Maire 2 | Vernay 2,249801,249801,"Amphipyra pyramidea (Linnaeus, 1758)","Amphipyra pyramidea (Linnaeus, 1758)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249801
Amphipyra tragopoginis,Amphipyra tragopoginis,Amphipyra tragopoginis,Amphipyra,Noctuidae,Amphipyrinae,Species,"(CLERCK, 1759)",EBMSM0000000013578,EBMSM0000000013578,459810,16,13,394742 | 395812 | 395885 | 395886 | 396416 | 396584 | 396585 | 396715 | 396795 | 397620 | 397629 | 397630 | 397631,Vernay 1 | La Truchère_dunes_boite_oeuf | Comolle 1 | Comolle 2 | Varennes 2 | Montmain 1 | Montmain 2 | Piège 2 - boisement feuillus - Sauvagney | Bure - sans-oeuf | Mesves_IDB1 | Maire 1 | Maire 2 | Vernay 2,249805,249805,"Amphipyra tragopoginis (Clerck, 1759)","Amphipyra tragopoginis (Clerck, 1759)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249805
Anaplectoides prasina,Anaplectoides prasina,Anaplectoides prasina,Anaplectoides,Noctuidae,Noctuinae,Species,"([DENIS & SCHIFFERMÜLLER], 1775)",EBMSM0000000015003,EBMSM0000000015003,461235,1,1,396022,Remoray forêt2 oeufs,989733,989733,"Anaplectoides prasinus (Denis & Schiffermüller, 1775)","Anaplectoides prasinus (Denis & Schiffermüller, 1775)",species,Noctuidae,Lepidoptera,Accepted,,Fuzzy,,https://inpn.mnhn.fr/espece/cd_nom/989733
Anarta odontites,Anarta odontites,Anarta odontites,Anarta,Noctuidae,Hadeninae,Species,"(BOISDUVAL, 1829)",EBMSM0000000014380,EBMSM0000000014380,460612,2,1,398134,THALERA_EYNE_2_boite_oeuf,778119,778119,"Anarta odontites (Boisduval, 1828)","Anarta odontites (Boisduval, 1828)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/778119
Apamea anceps,Apamea anceps,Apamea anceps,Apamea,Noctuidae,Xyleninae,Species,"([DENIS & SCHIFFERMÜLLER], 1775)",EBMSM0000000014250,EBMSM0000000014250,460482,1,1,396414,Varennes 1,249402,249402,"Apamea anceps (Denis & Schiffermüller, 1775)","Apamea anceps (Denis & Schiffermüller, 1775)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249402
Apamea epomidion,Apamea epomidion,Apamea epomidion,Apamea,Noctuidae,Xyleninae,Species,"(HAWORTH, [1809])",EBMSM0000000014244,EBMSM0000000014244,460476,1,1,396714,Piège 1 - boisement feuillus jeunes - Sauvagney,249390,249390,"Apamea epomidion (Haworth, 1809)","Apamea epomidion (Haworth, 1809)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249390
Apamea furva,Apamea furva,Apamea furva,Apamea,Noctuidae,Xyleninae,Species,"([DENIS & SCHIFFERMÜLLER], 1775)",EBMSM0000000014278,EBMSM0000000014278,460510,1,1,399051,Solanetta_rnn_mantet,249393,249393,"Apamea furva (Denis & Schiffermüller, 1775)","Apamea furva (Denis & Schiffermüller, 1775)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249393
Apamea illyria,Apamea illyria,Apamea illyria,Apamea,Noctuidae,Xyleninae,Species,"FREYER, 1846",EBMSM0000000014257,EBMSM0000000014257,460489,1,1,396584,Montmain 1,249401,249401,"Apamea illyria Freyer, 1846","Apamea illyria Freyer, 1846",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249401
Apamea lithoxylaea,Apamea lithoxylaea,Apamea lithoxylaea,Apamea,Noctuidae,Xyleninae,Species,"([DENIS & SCHIFFERMÜLLER], 1775)",EBMSM0000000014273,EBMSM0000000014273,460505,3,3,395886 | 396414 | 396416,Comolle 2 | Varennes 1 | Varennes 2,249387,249387,"Apamea lithoxylaea (Denis & Schiffermüller, 1775)","Apamea lithoxylaea (Denis & Schiffermüller, 1775)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249387
Apamea monoglypha,Apamea monoglypha,Apamea monoglypha,Apamea,Noctuidae,Xyleninae,Species,"(HUFNAGEL, 1766)",EBMSM0000000014266,EBMSM0000000014266,460498,10,9,395441 | 395447 | 395725 | 395885 | 396414 | 396416 | 396585 | 396795 | 396800,côte de Mancy (Lons-le-Saunier) | Sur Mancy (Macornay) | Voutenay_ThalOeufs | Comolle 1 | Varennes 1 | Varennes 2 | Montmain 2 | Bure - sans-oeuf | Bure - Oeuf,249385,249385,"Apamea monoglypha (Hufnagel, 1766)","Apamea monoglypha (Hufnagel, 1766)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249385
Apamea remissa,Apamea remissa,Apamea remissa,Apamea,Noctuidae,Xyleninae,Species,"(HÜBNER, [1808-1809])",EBMSM0000000014242,EBMSM0000000014242,460474,2,2,395885 | 396585,Comolle 1 | Montmain 2,249399,249399,"Apamea remissa (Hübner, 1809)","Apamea remissa (Hübner, 1809)",species,Noctuidae,Lepidoptera,Accepted,,Exact,,https://inpn.mnhn.fr/espece/cd_nom/249399
